TCN,REQ_DEL,EST_DE,SPOE,SPOE_AOR,SPOD,SPOD_AOR,CARRIER,SHIP_AGENCY_NM,CONTAINER_SIZE,CLASS_OF_SUPPLY,WEIGHT,SHIP_COST
BP1B7561899001XUX,9/10/2017,9/6/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS IX,15701,3312.1
F7034250779379HXX,5/1/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(JF1) BREMERHAVEN,DE",EUCOM,MAEU - MAERSK LINES INC,DLA,BREAKBULK,Class Unknown,21467,3888.7
FB460872308004XUX,10/6/2017,9/24/2017,"(TA6) GUAM MAG,GU",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,UNKNOWN,AIR FORCE,BREAKBULK,CLASS VII,14282,3170.2
FB527071530278XXX,8/2/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,10596,2801.6
FB527071860814XXX,8/30/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS III,21211,3863.1
FV52403298V024KK2,10/6/2017,9/24/2017,"(TA6) GUAM MAG,GU",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,UNKNOWN,AIR FORCE,BREAKBULK,CLASS VII,29611,4703.1
HX6ATX3152S004MMA,8/10/2017,9/6/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(KF4) GENOVA,IT",EUCOM,MAEU - MAERSK LINES INC,AAFES,40FT,CLASS II,19012,3643.2
HX6ATX3360S042MM5,9/19/2017,9/3/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,20FT,CLASS I,21527,3894.7
HX7NNW3330S0212P2,10/6/2017,9/4/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LR1) IZMIR,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS I,23281,4070.1
HX7WCW2611S076MMA,8/23/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,40FT,CLASS II,21985,3940.5
HXGERW2409V003MM5,9/20/2017,9/7/2017,"(JG1) ROTTERDAM,NL",EUCOM,"(PF6) AD DAMMAM,SA",CENTCOM,MAEU - MAERSK LINES INC,AAFES,20FT,CLASS I,28110,4553
M0017171100015XXX,6/8/2017,9/24/2017,"(UBF) AJA PORT,JP",PACOM,"(UQ5) HAKATA,JP",PACOM,UNKNOWN,DLA,BREAKBULK,CLASS IX,13376,3079.6
N002502729S029M2B,9/8/2017,8/30/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,NEXCOM,40FT,CLASS I,26226,4364.6
N002503625S0041MA,9/12/2017,8/29/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(KJ6) ALGECIRAS,ES",EUCOM,MAEU - MAERSK LINES INC,NEXCOM,40FT,CLASS II,25137,4255.7
N0534A40288426XXX,5/5/2007,8/30/2017,"(XE1) HONOLULU,HI,US",PACOM,"(XF2) NAWILIWILI,HI,US",PACOM,"AHCT - ALOHA CARGO TRANSPORT, INC",NAVY,BREAKBULK,CLASS VII,23476,4089.6
N3581A3624M019MMA,9/19/2017,8/29/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(KJ6) ALGECIRAS,ES",EUCOM,MAEU - MAERSK LINES INC,NAVY,40FT,CLASS II,26063,4348.3
N638212950V172KK2,9/8/2017,8/27/2017,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,NSAJ - NOSAT,NAVY,20FT,CLASS IX,10443,2786.3
N638217132C001XXX,6/21/2017,,"(CB5) ANDOS,BS",NORTHCOM,"(1R1) CAPE CANAVERAL,FL,US",NORTHCOM,UNKNOWN,NAVY,BREAKBULK,CLASS IX,28645,4606.5
N682127153P501XXX,8/2/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,25432,4285.2
R0913670620956XXX,4/28/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,19957,3737.7
SC31032941M007MM2,8/24/2017,8/25/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(PK5) KHALIFA BIN SALMAN,BH",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS II,24018,4143.8
SC31052274M303MMB,9/1/2017,9/3/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,15619,3303.9
SC31053308M027MMB,10/4/2017,9/23/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(LS8) POTI,GE",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,15520,3294
SC31053356M5761LB,9/17/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,14992,3241.2
SW310Z7115MH04XXX,8/29/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,MAEU - MAERSK LINES INC,DLA,BREAKBULK,CLASS II,27944,4536.4
SW31233079S406MM2,8/24/2017,,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DLA,40FT,CLASS II,25376,4279.6
SW31852871M0031L2,8/2/2017,8/25/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PK6) UMM SAID,QA",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS VII,12629,3004.9
SW31853109M0331M2,9/7/2017,9/6/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS II,18959,3637.9
SW32252804S316M82,9/1/2017,9/7/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(XA1) HILO,HI,US",PACOM,UNKNOWN,DLA,40FT,CLASS I,10948,2836.8
SW32512253V004MK2,7/7/2018,9/29/2017,"(RB1) SINGAPORE,SG",PACOM,"(QF1) DIEGO GARCIA,DG",PACOM,UNKNOWN,DLA,20FT,CLASS VII,20292,3771.2
UY10102546V003LM5,7/30/2017,,"(PQ7) JEBEL ALI,AE",CENTCOM,"(MK4) LOME,TG",AFRICOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS I,15088,3250.8
W22P1H2214V003KK2,12/1/2017,9/9/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS V,28116,4553.6
W22P1H2214V005KK2,12/1/2017,9/9/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS V,24095,4151.5
W53XMD2582V002KK2,7/14/2017,9/9/2017,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,"(UDA) CHINHAE,KR",PACOM,MISC - MALAYSIAN INTERNATIONAL,ARMY,20FT,CLASS V,28970,4639
W56HZW7152395WLXX,9/9/2017,9/2/2017,"(2E3) GALVESTON,TX,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,AROF - AMERICAN ROLL ON ROLL OFF CARRIERS,DLA,BREAKBULK,CLASS VII,18352,3577.2
W905WL2741V049MM2,10/13/2017,9/5/2017,"(PN2) ASH SHUAIBA,KW",CENTCOM,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,APLS - AMERICAN PRESIDENT LINES,ARMY,20FT,CLASS IX,10469,2788.9
W90Z9C2643V778KK2,7/9/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,14968,3238.8
W90Z9F2643V092KK2,7/17/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,18425,3584.5
W90Z9F2643V113KK2,7/15/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,29721,4714.1
W90Z9F2643V134KK2,7/10/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,10137,2755.7
W90Z9F2643V157KK2,7/17/2017,8/27/2017,"(UDA) CHINHAE,KR",PACOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,ARMY,20FT,CLASS V,27136,4455.6
W91EKJ7102LB15XXX,7/15/2017,9/10/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,FRLN - FARRELL LINES INC.,ARMY,BREAKBULK,CLASS IX,25265,4268.5
W91EKJ7147DT14XXX,9/6/2017,9/10/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,LGLT - LIBERTY GLOBAL LOGISTICS,ARMY,BREAKBULK,CLASS IX,24389,4180.9
W91EKJ7152LB05XXX,9/12/2017,9/11/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2F2) CORPUS CHRISTI,TX,US",NORTHCOM,UNKNOWN,ARMY,BREAKBULK,CLASS IX,24803,4222.3
W91EKJ7163DT02XXX,9/27/2017,9/10/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,LGLT - LIBERTY GLOBAL LOGISTICS,ARMY,BREAKBULK,CLASS II,23259,4067.9
W91EKJ7175DT05XXX,10/11/2017,9/10/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,FRLN - FARRELL LINES INC.,ARMY,BREAKBULK,CLASS IX,11518,2893.8
WK4F422508V016L12,9/12/2017,8/25/2017,"(JF1) BREMERHAVEN,DE",EUCOM,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,MAEU - MAERSK LINES INC,ARMY,40FT,Class Unknown,11154,2857.4
WT5LE13294V001KK2,10/6/2017,9/24/2017,"(UL9) HIRAO,JP",PACOM,"(UBC) TENGAN,JP",PACOM,UNKNOWN,ARMY,20FT,CLASS V,12520,2994
BJ8H7561799021XLX,9/6/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,19784,3720.4
BJ8H7562579004XVX,9/30/2017,10/5/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,UNKNOWN,DCMA,BREAKBULK,CLASS VII,14887,3230.7
FB48046354X503XDX,3/19/2017,,"(PK6) UMM SAID,QA",CENTCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,SURF - ARMY WATER CRAFT,AIR FORCE,BREAKBULK,CLASS X,21032,3845.2
FV58972686V044MM2,6/30/2017,9/24/2017,"(PK6) UMM SAID,QA",CENTCOM,"(1N4) SOUTHPORT,NC,US",NORTHCOM,MSCS - MSC,AIR FORCE,BREAKBULK,CLASS VII,27224,4464.4
GN0SDD2729M002TT2,10/2/2017,8/29/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,GSA,40FT,CLASS II,25587,4300.7
GN0SDD3147M004MM2,9/7/2017,,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,GSA,40FT,CLASS II,23535,4095.5
GN0SDD3330M0032M2,10/1/2017,9/8/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,APLS - AMERICAN PRESIDENT LINES,GSA,20FT,CLASS IX,29103,4652.3
HQCAAB3100S266KT5,9/4/2017,,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,14182,3160.2
HQCAAB3359S179KTA,9/11/2017,9/7/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,18268,3568.8
HQCAAB3359S182KT5,9/11/2017,9/2/2017,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,21683,3910.3
HX6ATX2641S142ML2,8/29/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,20FT,CLASS I,13835,3125.5
HX6ATX2641S143ML2,8/31/2017,8/29/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,APLS - AMERICAN PRESIDENT LINES,AAFES,20FT,CLASS I,22769,4018.9
HX6ATX3359S021MM2,10/3/2017,9/7/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,AAFES,40FT,CLASS I,20930,3835
HX7NNW3445M0622M2,11/1/2017,9/26/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(LQ1) ISKENDERUN,TR",EUCOM,APLS - AMERICAN PRESIDENT LINES,AAFES,20FT,CLASS II,16063,3348.3
HX7WCW2820M011MLA,9/4/2017,8/30/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(WB1) PAGO PAGO,AS",PACOM,PLLU - POLYNESIA LINE,AAFES,40FT,CLASS VI,28897,4631.7
M209707135QC03XMX,9/10/2017,9/22/2017,"(3H2) SAN PEDRO,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,UNKNOWN,MARINE CORPS,BREAKBULK,CLASS II,17787,3520.7
M2903071730046XXX,8/17/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,12614,3003.4
MMRFFA6349GW29XAX,2/1/2018,,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(UB1) NAHA,JP",PACOM,CEGL - CENTRAL GULF LINES,DLA,BREAKBULK,CLASS VII,24723,4214.3
N0024971630162XAX,9/3/2017,8/28/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(TA1) APRA HARBOR,GU",PACOM,CEGL - CENTRAL GULF LINES,DLA,BREAKBULK,CLASS VII,10160,2758
N002503625S026ML2,10/9/2017,9/3/2017,"(1Q1) SAVANNAH,GA,US",NORTHCOM,"(PK5) KHALIFA BIN SALMAN,BH",CENTCOM,MAEU - MAERSK LINES INC,NEXCOM,20FT,CLASS I,20686,3810.6
N006043023V0132M2,9/18/2017,9/1/2017,"(XE1) HONOLULU,HI,US",PACOM,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,MATS - MATSON NAVIGATION CO.,NAVY,40FT,Class Unknown,12164,2958.4
N499352719V002KK2,8/5/2017,8/27/2017,"(PN3) KUWAIT NAVAL BASE (MSC/CHARTERED VESSELS),KW",CENTCOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,MSCS - MSC,NAVY,20FT,CLASS II,23794,4121.4
N6911772183076XXX,9/28/2017,9/24/2017,"(UB1) NAHA,JP",PACOM,"(UM4) YOKOSUKA,JP",PACOM,UNKNOWN,DLA,BREAKBULK,CLASS IX,25445,4286.5
Q9530372061012XXJ,8/31/2017,8/29/2017,"(QF1) DIEGO GARCIA,DG",PACOM,"(RB1) SINGAPORE,SG",PACOM,MATS - MATSON NAVIGATION CO.,NAVY,BREAKBULK,CLASS VII,20217,3763.7
R091367039CC07TXX,4/28/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS II,20889,3830.9
R0913670606170XXX,4/28/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,16933,3435.3
R0913671872184XXX,8/23/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,Class Unknown,13503,3092.3
R666887065SC02XXX,7/20/2017,,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,NAVY,BREAKBULK,CLASS II,10334,2775.4
SC31032236M120MLA,9/20/2017,9/5/2017,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,HLUS - HAPAG-LLOYD,DLA,40FT,CLASS IX,28044,4546.4
SC31053308M1301M5,8/18/2017,9/8/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(KF4) GENOVA,IT",EUCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,12557,2997.7
SC31053624M265ML5,9/28/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,21313,3873.3
SC31053625M008MLB,10/7/2017,9/7/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PN1) ASH SHUWAIKH,KW",CENTCOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS I,24436,4185.6
SG40102167V001MM2,9/10/2017,9/14/2017,"(HA8) FELIXSTOWE,GB",EUCOM,"(JH2) ANTWERP,BE",EUCOM,UNKNOWN,DLA,40FT,CLASS II,29361,4678.1
SW31623109M002MM8,9/13/2017,9/2/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,APLS - AMERICAN PRESIDENT LINES,DLA,40FT,CLASS IX,21249,3866.9
SW31853624M0031LA,10/1/2017,9/5/2017,"(1MA) PORTSMOUTH,VA,US",NORTHCOM,"(PB1) DJIBOUTI,DJ",AFRICOM,MAEU - MAERSK LINES INC,DLA,40FT,CLASS II,21192,3861.2
SY231470810002XXX,5/3/2017,,"(CE1) GUANTANAMO,A2",SOUTHCOM,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,SYLF - SCHUYLER LINE NAVIGATION COMPANY LLC,NAVY,BREAKBULK,CLASS VII,16626,3404.6
UY10102998V011LM5,11/1/2017,9/17/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(MK4) LOME,TG",AFRICOM,MAEU - MAERSK LINES INC,DLA,20FT,CLASS I,11439,2885.9
UY80017151019EXXX,7/6/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS III,29426,4684.6
W25G1R3127V226KK2,7/14/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PN4) ASH SHUAYBAH (MILITARY VESSELS),KW",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS V,14113,3153.3
W36QLP3082V006KK2,7/28/2017,8/28/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PP1) JEDDAH,SA",CENTCOM,MSMJ - M S M INTERNATIONAL INC,ARMY,20FT,CLASS V,27493,4491.3
W565RR6322XXXXXDX,4/22/2017,10/6/2017,"(1G9) PORT ELIZABETH,NJ,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,UNKNOWN,DLA,BREAKBULK,CLASS VII,25013,4243.3
W62R197161LB04XXX,9/26/2017,9/10/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(2E1) BEAUMONT,TX,US",NORTHCOM,LGLT - LIBERTY GLOBAL LOGISTICS,ARMY,BREAKBULK,CLASS II,20475,3789.5
W67G233127V009KK2,7/14/2017,9/3/2017,"(1N4) SOUTHPORT,NC,US",NORTHCOM,"(PK6) UMM SAID,QA",CENTCOM,MSCS - MSC,ARMY,20FT,CLASS IX,22116,3953.6
W80Y3J71450004XXX,7/29/2017,,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,ARMY,BREAKBULK,CLASS II,23357,4077.7
W811AC2823V001KK2,8/25/2017,9/17/2017,"(TJ1) KWAJALEIN ATOLL,MH",PACOM,"(3H7) TERMINAL ISLAND,CA,US",NORTHCOM,MATS - MATSON NAVIGATION CO.,ARMY,20FT,CLASS X,18643,3606.3
W81NLE2804M0052K2,9/25/2017,9/17/2017,"(3DT) MATSON TERMINAL,CA,US",NORTHCOM,"(TJ1) KWAJALEIN ATOLL,MH",PACOM,UNKNOWN,ARMY,20FT,CLASS II,23438,4085.8
W81W1T3124V0182M2,9/16/2017,9/2/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UDC) PUSAN (COMMERCIAL TERMINAL),KR",PACOM,UNKNOWN,ARMY,20FT,CLASS II,19007,3642.7
W81WKD2198V013LKA,7/31/2017,8/25/2017,"(KF3) LIVORNO,IT",EUCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,ARMY,40FT,CLASS II,17030,3445
W90Y9B7122F900LDX,7/31/2017,,"(2E4) HOUSTON,TX,US",NORTHCOM,"(PN2) ASH SHUAIBA,KW",CENTCOM,MAEU - MAERSK LINES INC,ARMY,BREAKBULK,CLASS II,29584,4700.4
WT5JH63236V0021K2,10/23/2017,10/10/2017,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(HA4) SOUTHAMPTON,GB",EUCOM,UNKNOWN,ARMY,20FT,Class Unknown,10963,2838.3
WX3JPR72150057XXX,9/7/2017,9/24/2017,"(XE2) PEARL HARBOR,HI,US",PACOM,"(2F2) CORPUS CHRISTI,TX,US",NORTHCOM,UNKNOWN,ARMY,BREAKBULK,CLASS IX,18562,3598.2
BJ3H7550909023XAX,8/8/2017,,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,FRLN - FARRELL LINES INC.,DCMA,BREAKBULK,CLASS VII,29938,4735.8
BJ8H7560439020XMX,8/29/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,23331,4075.1
BJ8H7561799018XLX,9/6/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,29018,4643.8
BJ8H7561799019XSX,9/6/2017,9/21/2017,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,23581,4100.1
BJ8H7561799028XSX,5/5/2017,,"(1H3) WILMINGTON,DE,US",NORTHCOM,"(QA1) KARACHI,PK",CENTCOM,LGLT - LIBERTY GLOBAL LOGISTICS,DCMA,BREAKBULK,CLASS VII,10618,2803.8
BJ8H7562579001XMX,9/30/2017,9/10/2017,"(1R3) JACKSONVILLE,FL,US",NORTHCOM,"(QA4) MUHAMMAD BIN QASIM,PK",CENTCOM,FRLN - FARRELL LINES INC.,DCMA,BREAKBULK,CLASS VII,29744,4716.4
FB48117107X506XAX,8/17/2017,9/17/2017,"(PQ7) JEBEL ALI,AE",CENTCOM,"(PE1) AQABA,JO",CENTCOM,UNKNOWN,AIR FORCE,BREAKBULK,CLASS VII,12755,3017.5
FB52057115ST01XXX,6/26/2017,9/24/2017,"(UBF) AJA PORT,JP",PACOM,"(UM3) TOKYO,JP",PACOM,UNKNOWN,DLA,BREAKBULK,Class Unknown,12615,3003.5
FB52707149B086XXX,8/2/2017,,"(UME) YOKOHAMA (COMMERCIAL TERMINAL) ,JP",PACOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DLA,BREAKBULK,CLASS IX,12113,2953.3
FB52707170X508XXX,9/15/2017,8/29/2017,"(UB1) NAHA,JP",PACOM,"(3G1) PORT HUENEME COMMERCIAL PORT,CA,US",NORTHCOM,CEGL - CENTRAL GULF LINES,ARMY,BREAKBULK,CLASS VII,22016,3943.6
FD20606141X001CXX,9/11/2017,8/30/2017,"(3GA) PORT HUENEME NCBC,CA,US",NORTHCOM,"(UD6) PUSAN (MILITARY TERMINAL),KR",PACOM,CEGL - CENTRAL GULF LINES,DCMA,BREAKBULK,CLASS VII,29037,4645.7
FE561262700032XAX,3/20/2017,,"(1L1) BALTIMORE,MD,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,AROF - AMERICAN ROLL ON ROLL OFF CARRIERS,GSA,BREAKBULK,CLASS VII,12179,2959.9
FV52403298V090KK2,10/6/2017,9/24/2017,"(TA6) GUAM MAG,GU",PACOM,"(3C4) PORT CHICAGO,CA,US",NORTHCOM,UNKNOWN,AIR FORCE,BREAKBULK,CLASS VII,16454,3387.4
HQCAAB3099S052KTA,8/26/2017,,"(1M1) NORFOLK,VA,US",NORTHCOM,"(JH2) ANTWERP,BE",EUCOM,HLUS - HAPAG-LLOYD,DECA,40FT,CLASS I,23876,4129.6
HQCWJ62729S065KT2,9/27/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,14579,3199.9
HQCWJ62729S107KT2,9/27/2017,8/28/2017,"(3D2) OAKLAND,CA,US",NORTHCOM,"(UBF) AJA PORT,JP",PACOM,APLS - AMERICAN PRESIDENT LINES,DECA,40FT,CLASS I,25455,4287.5
